Date,Type,AAPL,GOOGL,MSFT
2025-02-24,Low,244.09989957647335,178.46816457980125,398.58825743588903
2025-02-24,Open,244.609226181644,181.56086065766053,407.7614192904554
2025-02-24,Volume,51326400.0,29854200.0,26443700.0
2025-02-25,Close,246.71646118164062,175.00633239746094,397.17083740234375
2025-02-25,High,249.67259136851834,178.3185106633885,401.18349019975926
2025-02-25,Low,244.58926106556868,174.27805810561316,395.9730546936776
2025-02-25,Open,247.67521063757022,177.620149186563,400.3649855487621
2025-02-25,Volume,48013300.0,41913400.0,29387400.0
2025-02-26,Close,240.0452117919922,172.3226776123047,398.99749755859375
2025-02-26,High,244.65915630674968,175.66478399830825,402.860400830509
2025-02-26,Low,238.8168269352331,171.1753955398117,393.5275288045757
2025-02-26,Open,244.01001367840516,174.6571711800562,397.28064827533655
2025-02-26,Volume,44433600.0,35431300.0,19619000.0
2025-02-27,Close,236.98922729492188,168.1026611328125,391.8106994628906
2025-02-27,High,242.14247324939222,174.14836864650957,404.9964840093174
2025-02-27,Low,236.74953612071198,167.54398410119538,391.45137377356565
2025-02-27,Open,239.09646458024955,173.5797206760448,400.53467393026557
2025-02-27,Volume,41153600.0,39991000.0,21127400.0
2025-02-28,Close,241.5232696533203,169.8784637451172,396.26251220703125
2025-02-28,High,241.77294223985544,170.20768740317763,396.9013540385077
2025-02-28,Low,229.89851463379637,166.37674611034126,385.86162375466716
2025-02-28,Open,236.63967447024518,168.28223059503162,391.94046026830176
2025-02-28,Volume,56833400.0,48130600.0,32845700.0
2025-03-03,Close,237.71826171875,166.6161651611328,387.778076171875
2025-03-03,High,243.71040379171194,172.96116813684316,398.0891633417286
2025-03-03,Low,235.80077808405883,165.53871010229818,385.4523593369203
2025-03-03,Open,241.47333193183624,171.52456139173032,398.0891633417286
2025-03-03,Volume,47184000.0,40770500.0,23007700.0
2025-03-04,Close,235.6210174560547,170.51695251464844,387.8978576660156
2025-03-04,High,239.75561031847352,172.88135895735127,391.86058386063223
2025-03-04,Low,234.3726544629493,165.40903083418053,380.30181761040467
2025-03-04,Open,237.39870037793833,165.84799570787212,382.6974135187692
2025-03-04,Volume,53798100.0,45388000.0,29342900.0
2025-03-05,Close,235.4312744140625,172.6120147705078,400.2851257324219
2025-03-05,High,236.2402111793479,173.37021717369865,400.9339589862258
2025-03-05,Low,228.92979032203158,168.66134594316833,388.09750890861034
2025-03-05,Open,235.11168617953675,170.11790989089675,388.62653647287385
2025-03-05,Volume,47227600.0,30954900.0,23433100.0
2025-03-06,Close,235.0218048095703,171.94358825683594,396.1627197265625
2025-03-06,High,237.54849020730907,174.39777881609385,401.4130601425524
2025-03-06,Low,232.8546485518437,170.0979446451701,391.9604125552081
2025-03-06,Open,234.13297099659667,170.12787268446783,393.557486671848
2025-03-06,Volume,45170400.0,28302000.0,23304600.0
2025-03-07,Close,238.7569122314453,173.45001220703125,392.5892639160156
2025-03-07,High,241.05388787370777,174.55739526661597,394.07652376953155
2025-03-07,Low,234.45254396930395,169.86848162814977,384.83351327034705
2025-03-07,Open,234.80209169163373,170.85613731453174,391.601087821307
2025-03-07,Volume,46273600.0,27385800.0,22034100.0
2025-03-10,Close,227.1820831298828,165.66943359375,379.46337890625
2025-03-10,High,235.85072354308846,168.25631348073628,385.69193466137494
2025-03-10,Low,223.92635798057333,163.49207685373173,376.5287638766263
2025-03-10,Open,235.23152514577004,168.05654311824674,385.1329632711281
2025-03-10,Volume,72071200.0,43604000.0,32840100.0
2025-03-11,Close,220.55078125,163.84164428710938,379.7528381347656
2025-03-11,High,225.54423318142804,166.5483741956788,385.29265558349334
2025-03-11,Low,217.16522145004404,161.17487454711969,376.2193166501511
2025-03-11,Open,223.51689291637274,164.71060268982163,378.30548307291184
2025-03-11,Volume,76137400.0,39587400.0,30380200.0
2025-03-12,Close,216.69583129882812,166.90794372558594,382.5676574707031
2025-03-12,High,221.4595886104368,167.43730167009207,384.5140963348653
2025-03-12,Low,214.6285501658544,163.33227056435828,378.2555969008229
2025-03-12,Open,219.85169651198805,166.37858578107983,382.2482670126177
2025-03-12,Volume,62547500.0,28372400.0,24253600.0
2025-03-13,Close,209.4053955078125,162.56320190429688,378.0758972167969
2025-03-13,High,216.55602242060417,165.92913761122173,384.6139126915579
2025-03-13,Low,208.14705109128238,161.91399391340872,376.75833925298997
2025-03-13,Open,215.6671885752157,165.8392348472833,382.4578672121625
2025-03-13,Volume,61368300.0,31756200.0,20473000.0
2025-03-14,Close,213.21041870117188,165.28990173339844,387.84796142578125
2025-03-14,High,213.66980775083542,166.28869257421587,389.51491455417886
2025-03-14,Low,209.30553558500114,162.25356904272374,378.81455773398244
2025-03-14,Open,210.97334672214788,163.07258484755664,379.0840519928303
2025-03-14,Volume,60107600.0,31995900.0,19952800.0
2025-03-17,Close,213.71974182128906,164.09133911132812,387.98773193359375
2025-03-17,High,214.93814530685134,166.0989184378049,391.99036302361236
2025-03-17,Low,209.69502079955336,163.47209367229158,384.8634626840814
2025-03-17,Open,213.0306430192638,164.83044981365524,385.9913968692823
2025-03-17,Volume,48073400.0,31184300.0,22474300.0
2025-03-18,Close,212.4114532470703,160.47572326660156,382.81719970703125
2025-03-18,High,214.8682229774316,164.05139632119491,386.6601507855219
2025-03-18,Low,211.21302787332291,156.5305024761992,380.4016513456866
2025-03-18,Open,213.87952928252258,163.48207822407835,386.36071271152235
2025-03-18,Volume,42432400.0,42074800.0,19486900.0
2025-03-19,Close,214.95811462402344,163.69183349609375,387.1093444824219
2025-03-19,High,218.47349365471302,165.6694351323274,388.9659214939022
2025-03-19,Low,213.470060528986,160.8053285192439,383.29633715100766
2025-03-19,Open,213.93944620866878,161.56440408660148,384.8235322758774
2025-03-19,Volume,54385400.0,34275600.0,19185500.0
2025-03-20,Close,213.81961059570312,162.6031494140625,386.131103515625
2025-03-20,High,217.20517028159983,164.6906185813501,391.07204471614995
2025-03-20,Low,211.94206785632258,160.76537795311089,382.5776297310475
2025-03-20,Open,213.70975404736055,161.37464096618422,385.0331131975468
2025-03-20,Volume,48862900.0,28138500.0,18470500.0
2025-03-21,Close,217.98414611816406,163.79171752929688,390.54302978515625
2025-03-21,High,218.5533916912833,164.04141524263727,391.0221306945889
2025-03-21,Low,211.0032951126973,160.69545978774022,382.09851071654674
2025-03-21,Open,211.2829271905112,161.01508017617863,382.5177544739553
2025-03-21,Volume,94127800.0,36625800.0,39675900.0
2025-03-24,Close,220.44091796875,167.4772491455078,392.35968017578125
2025-03-24,High,221.1899357355996,168.11648994593173,394.67543616141086
2025-03-24,Low,218.29373979930335,164.94032699026835,389.09568331150246
2025-03-24,Open,220.71056863168138,166.86800133324036,394.67543616141086
2025-03-24,Volume,44299500.0,30879100.0,21004500.0
2025-03-25,Close,223.45697021484375,170.353759765625,394.4358825683594
2025-03-25,High,223.80651793975238,170.42368243836484,395.63366532055824
2025-03-25,Low,219.79177838679217,168.1164780833655,391.9205113732519
2025-03-25,Open,220.48087718007702,168.775668441695,393.19816458592396
2025-03-25,Volume,34493600.0,24174400.0,15775000.0
2025-03-26,Close,221.2398681640625,164.86041259765625,389.2554016113281
2025-03-26,High,224.7253029108424,169.40491393976436,394.5856126855185
2025-03-26,Low,220.18125884970436,164.64067739498105,387.85797313035886
2025-03-26,Open,223.21727075576553,168.79565092149923,394.27618318122023
2025-03-26,Volume,34466100.0,28901600.0,16108400.0
2025-03-27,Close,223.5568389892578,162.04383850097656,389.8642578125
2025-03-27,High,224.69534536875565,165.21998619662182,391.5212195564284
2025-03-27,Low,220.271139232742,161.8041232023028,386.6900923994873
2025-03-27,Open,221.1000540446544,164.43094810403895,389.4151007040484
2025-03-27,Volume,37094800.0,24508300.0,13766800.0
2025-03-28,Close,217.6146240234375,154.14340209960938,378.1058349609375
2025-03-28,High,223.51688772665744,161.62435145983125,388.4169222438939
2025-03-28,Low,217.39491092445158,153.44425151462127,376.2392666189567
2025-03-28,Open,221.3796909591809,160.29595772818402,387.36882809704144
2025-03-28,Volume,39818600.0,48669300.0,21632000.0
2025-03-31,Close,221.83909606933594,154.45301818847656,374.7021179199219
2025-03-31,High,225.32451569687797,155.3519238675497,376.3790320336197
2025-03-31,Low,215.9468137615173,150.47783482762614,366.5670283067677
2025-03-31,Open,216.72579102857173,152.9248693898488,371.8573344110368
2025-03-31,Volume,65299300.0,54603500.0,35184700.0
2025-04-01,Close,222.897705078125,156.8800811767578,381.4896545410156
2025-04-01,High,223.3870536043053,157.9088345005831,382.1484487727996
2025-04-01,Low,218.61331487709137,153.43424066067087,372.54608191207893
2025-04-01,Open,219.5221267668628,153.43424066067087,373.96346276032
2025-04-01,Volume,36412700.0,30672900.0,19689500.0
2025-04-02,Close,223.59678649902344,156.85011291503906,381.43975830078125
2025-04-02,High,224.89508702876748,158.21846678254826,384.3743428432238
2025-04-02,Low,220.73055001137135,154.51294591611935,375.92985398533636
2025-04-02,Open,221.03016017035932,154.9623987635517,377.2773862564683
2025-04-02,Volume,35905900.0,25041700.0,16092600.0
2025-04-03,Close,202.9239044189453,150.5377655029297,372.42626953125
2025-04-03,High,207.2182761783418,152.59527231622977,376.788287190408
2025-04-03,Low,200.9864426085102,150.20816267744866,368.67318036225987
2025-04-03,Open,205.27081771109022,150.92729334389097,374.10321411915555
2025-04-03,Volume,103419000.0,46883400.0,30198000.0
2025-04-04,Close,188.13330078125,145.4239501953125,359.18060302734375
2025-04-04,High,199.61824028069563,150.8873372265073,373.9035742050073
2025-04-04,Low,187.09465424061224,145.20421499461688,358.8212773354498
2025-04-04,Open,193.6360793511012,147.83102450056057,363.4627502923482
2025-04-04,Volume,125910900.0,62259500.0,49209900.0
2025-04-07,Close,181.2223663330078,146.5725555419922,357.2042236328125
2025-04-07,High,193.89573468350994,152.66518575265,370.32015981776436
2025-04-07,Low,174.39131242893686,140.3600753076292,344.1581969485817
2025-04-07,Open,176.967935484531,141.37884623013926,350.2370336524557
2025-04-07,Volume,160466300.0,76794100.0,50425000.0
2025-04-08,Close,172.19419860839844,144.52503967285156,353.9102783203125
2025-04-08,High,190.09072892121037,152.05593156691467,372.9652928837084
2025-04-08,Low,168.9884109270566,142.85706070456766,349.6081786868937
2025-04-08,Open,186.4554964395268,151.0371605852081,367.585185716996
2025-04-08,Volume,120859500.0,52200200.0,35868900.0
2025-04-09,Close,198.58958435058594,158.51809692382812,389.7744140625
2025-04-09,High,200.3472738997123,159.3570775505851,392.50941370351666
2025-04-09,Low,171.6648855169899,143.73598981661124,352.45294739016697
2025-04-09,Open,171.72480450043201,144.24536764564118,352.8921435234206
2025-04-09,Volume,184395900.0,70406200.0,50199700.0
2025-04-10,Close,190.17062377929688,152.63522338867188,380.65118408203125
2025-04-10,High,194.52491452460524,157.5292924054746,383.19649903483815
2025-04-10,Low,182.76034285398336,149.74870323215254,367.12599611378243
2025-04-10,Open,188.82240088513313,156.35071129003578,381.3598744812396
2025-04-10,Volume,121880000.0,48022000.0,38024400.0
2025-04-11,Close,197.89048767089844,156.9499969482422,387.7381896972656
2025-04-11,High,199.27866665425725,157.47935489094493,389.3352333779351
2025-04-11,Low,185.81632494094944,152.63522830805417,378.19571053548395
2025-04-11,Open,185.856281088865,152.71511816628092,379.9425037151649
2025-04-11,Volume,87435900.0,33636200.0,23839200.0
2025-04-14,Close,202.25477600097656,158.87767028808594,387.0993347167969
2025-04-14,High,212.6611277249045,161.52445998548595,393.92679674338564
2025-04-14,Low,200.8965565016436,157.3694863273863,383.5059256339463
2025-04-14,Open,211.1630921847052,159.80653847762434,392.4994245329486
2025-04-14,Volume,101352900.0,30333000.0,19251200.0
2025-04-15,Close,201.87527465820312,156.12100219726562,385.0231628417969
2025-04-15,High,203.24347561495443,159.4569601254283,391.17187833074144
2025-04-15,Low,199.53834280484799,155.02234135810752,383.4560325474498
2025-04-15,Open,201.59564256833872,158.93759983361085,387.79806728846995
2025-04-15,Volume,51343900.0,27551500.0,17199900.0
2025-04-16,Close,194.0155792236328,153.1446075439453,370.92901611328125
2025-04-16,High,200.4371508814261,155.70150975970526,380.9106912763521
2025-04-16,Low,192.11805840887246,151.326800825977,367.32564600100716
2025-04-16,Open,198.10021911176236,152.91488990871326,379.97244183574617
2025-04-16,Volume,59732400.0,28187400.0,21967800.0
2025-04-17,Close,196.72203063964844,150.97723388671875,367.1060485839844
2025-04-17,High,198.56961397436802,154.49296683009544,373.6340726815441
2025-04-17,Low,194.16538565496842,148.32044647401452,366.2176953329466
2025-04-17,Open,196.94174374665747,154.10343899442373,373.0651098854367
2025-04-17,Volume,51334300.0,32938500.0,20943700.0
2025-04-21,Close,192.9070281982422,147.49143981933594,358.4619140625
2025-04-21,High,193.54618940120912,148.76989086061988,363.8121077971333
2025-04-21,Low,189.56140949031536,145.9233461435289,355.01825440362086
2025-04-21,Open,193.01688474432112,148.69998342759925,362.1551460624454
2025-04-21,Volume,46742500.0,26049100.0,20807300.0
2025-04-22,Close,199.47842407226562,151.28684997558594,366.1478271484375
2025-04-22,High,201.32599215129426,152.0059806006662,367.09606804173376
2025-04-22,Low,195.71335703344474,148.360384885124,359.20055908423666
2025-04-22,Open,195.8631544964882,148.70996777577147,362.7141283475077
2025-04-22,Volume,52976400.0,26971800.0,19485000.0
2025-04-23,Close,204.33206176757812,155.16217041015625,373.7039489746094
2025-04-23,High,207.7276030292648,157.3395272287139,379.6929540391626
2025-04-23,Low,202.5344160012944,153.62402390940207,372.33643389707953
2025-04-23,Open,205.7302222309065,155.42185055428513,375.3708716590499
2025-04-23,Volume,52929200.0,31128800.0,20545500.0
2025-04-24,Close,208.09710693359375,159.08740234375,386.59027099609375
2025-04-24,High,208.5565112075726,159.39702506290834,387.7381880213899
2025-04-24,Low,202.67422555441442,155.60161685700967,374.5024768665421
2025-04-24,Open,204.62166872266098,155.96118216578617,375.01155205300716
2025-04-24,Volume,47311000.0,45894000.0,22232300.0
2025-04-25,Close,209.00592041015625,161.76417541503906,391.1319580078125
2025-04-25,High,209.47530610539675,165.89916899199292,391.44138750936105
2025-04-25,Low,205.92995222724628,160.84527440652565,383.8952433175299
2025-04-25,Open,206.0997277622984,164.8704156189098,386.29083932956814
2025-04-25,Volume,38222300.0,56034000.0,18973200.0
2025-04-28,Close,209.8647918701172,160.41580200195312,390.4432067871094
2025-04-28,High,211.2230113707532,162.9527241022343,392.0202980494585
2025-04-28,Low,207.1883090170199,158.40823784275827,385.9315006090283
2025-04-28,Open,209.72497582911666,162.2335934576757,391.241728610284
2025-04-28,Volume,38743100.0,29745800.0,16579400.0
2025-04-29,Close,210.9333953857422,159.9663543701172,393.31793212890625
2025-04-29,High,211.96204522644123,160.54565492156792,394.3759872470841
2025-04-29,Low,208.09710321217068,157.32954700095436,389.66463540586307
2025-04-29,Open,208.41669143858087,160.12616457196697,390.5829324517716
2025-04-29,Volume,36827600.0,26809000.0,14974000.0
2025-04-30,Close,212.22171020507812,158.6079864501953,394.53570556640625
2025-04-30,High,213.30029766677714,159.07741935833297,395.93313400867555
2025-04-30,Low,206.399343338795,155.2120884925965,383.73552563819743
2025-04-30,Open,209.02590396975114,157.78897065630795,389.58477271143016
2025-04-30,Volume,52286500.0,34981100.0,36461100.0
2025-05-01,Close,213.04063415527344,161.10496520996094,424.6204528808594
2025-05-01,High,214.2790004444518,161.7541731584952,436.1892106723326
2025-05-01,Low,208.62640936955898,158.7178557168657,424.12136912560175
2025-05-01,Open,208.80618155790114,160.255986901565,430.3199808366381
2025-05-01,Volume,57365700.0,30203200.0,58938100.0
2025-05-02,Close,205.08106994628906,163.8316650390625,434.48236083984375
2025-05-02,High,206.71892151455646,164.77053089446972,438.63474141621873
2025-05-02,Low,201.89524528415058,161.6742731041275,429.20204608174254
2025-05-02,Open,205.82009105417706,163.21241957712974,430.948839257634
2025-05-02,Volume,101010600.0,25715000.0,30757400.0
2025-05-05,Close,198.62953186035156,164.01145935058594,435.3707275390625
2025-05-05,High,203.83271551835597,165.19002528971967,438.6946118778074
2025-05-05,Low,197.9504297070337,162.52325543253818,431.3181395047298
2025-05-05,Open,202.83402512431957,162.80291566353057,432.07675654489867
2025-05-05,Volume,69018500.0,21341800.0,20136100.0
2025-05-06,Close,198.25001525878906,163.03262329101562,432.5159606933594
2025-05-06,High,200.38721199140494,164.60073221310822,436.92787448428356
2025-05-06,Low,196.7619763948813,160.99509669884785,430.3798980651205
2025-05-06,Open,197.9504203457911,161.97390744721895,431.408009380462
2025-05-06,Volume,51216500.0,21277200.0,15104200.0
2025-05-07,Close,195.99298095703125,151.19696044921875,432.555908203125
2025-05-07,High,199.1788056079939,164.8004866523399,437.3171563878889
2025-05-07,Low,192.99690991055434,147.6612323828153,430.319992206568
2025-05-07,Open,198.90915494694545,163.88160091924024,433.04500054847074
2025-05-07,Volume,68536700.0,127490100.0,23295300.0
2025-05-08,Close,197.2313690185547,154.0934600830078,437.3670654296875
2025-05-08,High,199.78801395815432,155.74145898524296,442.85698666150637
2025-05-08,Low,194.42503624466005,152.715123752916,434.86165526525525
2025-05-08,Open,197.46106353953903,154.81259075606965,437.12748451655574
2025-05-08,Volume,50478900.0,57498700.0,23491300.0
2025-05-09,Close,198.27000427246094,152.5653076171875,437.9260559082031
2025-05-09,High,200.2773664943336,154.86252969975314,439.93235195021686
2025-05-09,Low,197.28129528859796,152.01596958260927,435.08127232610667
2025-05-09,Open,198.739389980464,153.98358884442797,439.19371771814804
2025-05-09,Volume,36453900.0,32435300.0,15324200.0
2025-05-12,Close,210.7899932861328,158.26840209960938,448.4367370605469
2025-05-12,High,211.27000427246094,158.90762762310243,448.5465208630377
2025-05-12,Low,206.75,156.06106765297667,438.9740982732109
2025-05-12,Open,210.97000122070312,157.2995737723926,445.12281367736733
2025-05-12,Volume,63775800.0,44138800.0,22821900.0
2025-05-13,Close,212.92999267578125,159.33709716796875,448.3169860839844
2025-05-13,High,213.39999389648438,160.37584814800852,449.8441812103938
2025-05-13,Low,209.0,155.97117700529293,444.54388351816056
2025-05-13,Open,210.42999267578125,158.59798647987657,446.9594623818115
2025-05-13,Volume,51909300.0,42382100.0,23618800.0
2025-05-14,Close,212.3300018310547,165.1700439453125,452.1099853515625
2025-05-14,High,213.94000244140625,166.7980779664445,453.0682176126866
2025-05-14,Low,210.5800018310547,159.4170139283214,447.3187935842875
2025-05-14,Open,212.42999267578125,159.7665968345665,447.3187935842875
2025-05-14,Volume,49325800.0,48755900.0,19902800.0
2025-05-15,Close,211.4499969482422,163.76174926757812,453.1300048828125
2025-05-15,High,212.9600067138672,166.00902860866202,456.19000244140625
2025-05-15,Low,209.5399932861328,162.1736602838883,450.42999267578125
2025-05-15,Open,210.9499969482422,165.63946564247587,450.7699890136719
2025-05-15,Volume,45029500.0,33146700.0,21992300.0
2025-05-16,Close,211.25999450683594,165.9890594482422,454.2699890136719
2025-05-16,High,212.57000732421875,169.14524229932235,454.3599853515625
2025-05-16,Low,209.77000427246094,165.4197413290067,448.7300109863281
2025-05-16,Open,212.36000061035156,167.52719070383273,452.04998779296875
2025-05-16,Volume,54737900.0,42846900.0,23849800.0
2025-05-19,Close,208.77999877929688,166.338623046875,458.8699951171875
2025-05-19,High,209.47999572753906,166.43850822896752,459.5899963378906
2025-05-19,Low,204.25999450683594,164.02143617765117,450.79998779296875
2025-05-19,Open,207.91000366210938,164.311078821177,450.8800048828125
2025-05-19,Volume,46140500.0,30426100.0,21336500.0
2025-05-20,Close,206.86000061035156,163.78172302246094,458.1700134277344
2025-05-20,High,208.47000122070312,168.2962620339302,458.3399963378906
2025-05-20,Low,205.02999877929688,162.7030270512069,454.32000732421875
2025-05-20,Open,207.6699981689453,166.22875761227516,455.5899963378906
2025-05-20,Volume,42496600.0,46607700.0,15441800.0
2025-05-21,Close,202.08999633789062,168.35618591308594,452.57000732421875
2025-05-21,High,207.0399932861328,172.93064990762463,457.7799987792969
2025-05-21,Low,200.7100067138672,163.36223158372133,451.80999755859375
2025-05-21,Open,205.1699981689453,163.49207927319333,454.57000732421875
2025-05-21,Volume,59211800.0,73416000.0,19216900.0
2025-05-22,Close,201.36000061035156,170.66339111328125,454.8599853515625
2025-05-22,High,202.75,176.55626639163424,460.25
2025-05-22,Low,199.6999969482422,170.50359615670786,453.8999938964844
2025-05-22,Open,200.7100067138672,171.6422171391164,454.95001220703125
2025-05-22,Volume,46742400.0,74864400.0,18025600.0
2025-05-23,Close,195.27000427246094,168.26629638671875,450.17999267578125
2025-05-23,High,197.6999969482422,169.7545002456487,453.69000244140625
2025-05-23,Low,193.4600067138672,167.68699586257836,448.9100036621094
2025-05-23,Open,193.6699981689453,168.85557933287677,449.9800109863281
2025-05-23,Volume,78432900.0,35211400.0,16883500.0
2025-05-27,Close,200.2100067138672,172.69093322753906,460.69000244140625
2025-05-27,High,200.74000549316406,172.9606110264557,460.95001220703125
2025-05-27,Low,197.42999267578125,169.79444583588602,456.1199951171875
2025-05-27,Open,198.3000030517578,169.9542560308247,456.4800109863281
2025-05-27,Volume,56288500.0,37995700.0,20974300.0
2025-05-28,Close,200.4199981689453,172.15159606933594,457.3599853515625
2025-05-28,High,202.72999572753906,175.0580811773991,462.5199890136719
2025-05-28,Low,199.89999389648438,171.70214322301487,456.92999267578125
2025-05-28,Open,200.58999633789062,172.95063181853965,461.2200012207031
2025-05-28,Volume,45339700.0,34784000.0,17086300.0
2025-05-29,Close,199.9499969482422,171.65219116210938,458.67999267578125
